,name,age,job,incomeUSD,creditScore,ccNumber,married,hasChildren,height,weight,eyeColor,email,gender,hasDegree,bloodType,username,politicalLeaning,religion,doB,gpa,address.streetAddress,address.city,address.state,address.country,address.zip,address.geonameId,address.phoneNumber,address.ipAddress,address.countryCode,height_inches,weight_pounds,bmi,health,healthy_bmi_range,income level,region,state_population,state_per_capita_income
255,Latricia Goldner,29,Roofing Contractor,63810,553,6759-2698-2527-5541-952,False,False,180.0,61.0,GRAY,latriciagoldner@gmail.com,Other,False,B-,latricia19,-0.1,Islam,Fri Sep 23 13:01:19 UTC 1994,2.8,6871 Lonny Glen,Prairieville,Kansas,United States,86036,5431710,+1 50718816895,9.97.241.21,US,70.86614173228347,134.505,18.83,Normal,18.5 - 25,Middle income,Midwest,2937880,"60,152"
256,Marshall Hartmann,65,Engineer,95891,482,6007-2275-4167-6598,False,True,160.0,64.2,GRAY,marshallhartmann@gmail.com,Female,False,A-,marshall29,-0.49,Christian,Thu Mar 26 09:03:12 UTC 1959,2.7,918 Littel Falls,Fremont,California,United States,17572,5043799,+1 97287718131,69.233.91.212,US,62.99212598425197,141.561,25.08,Overweight,18.5 - 25,Middle income,West,39538223,"77,339"
257,Garrett Lueilwitz,23,Accountant,75091,384,6759-0604-6627-3384,False,False,160.0,60.1,BROWN,garrett.garrett@hotmail.com,Male,False,B-,garrett71,-1.0,Islam,Sun Sep 02 11:50:28 UTC 2001,1.8,990 Florida Summit,Cranston,New York,United States,97109,4488232,+1 67088470507,106.150.222.238,US,62.99212598425197,132.5205,23.48,Normal,18.5 - 25,Middle income,Northeast,20201249,"78,089"
258,Randal Homenick,58,Chief Supply Chain Officer (CSCO),177136,838,6007-2269-9064-2713,False,True,156.0,64.9,BLUE,randal.homenick@gmail.com,Female,False,A+,randal3,-0.04,Islam,Sat Aug 13 03:27:46 UTC 1966,2.3,03920 Trantow Ridges,White Plains,Mississippi,United States,94509-5842,2960316,+352 772153062,56.235.151.132,LU,61.41732283464567,143.10450000000003,26.67,Overweight,18.5 - 25,Upper income,South,2961279,"46,248"
259,Virgilio Roob,56,Animator,84616,818,6767-4397-3489-5587-31,True,True,166.0,65.3,BROWN,virgilio.virgilio@yahoo.com,Male,True,AB+,virgilio89,0.17,Christianity,Thu Oct 26 13:50:56 UTC 1967,3.9,7535 Alfred Roads,Mishawaka,New Jersey,United States,22928-4792,5380202,+1 90902273082,72.232.180.227,US,65.35433070866142,143.9865,23.7,Normal,18.5 - 25,Middle income,Northeast,9288994,"78,700"
260,Noemi Luettgen,40,Physical Therapy Assistant,59895,583,5019-7732-6893-6325,False,True,165.0,64.7,BROWN,noemi@yahoo.com,Male,False,A-,noemi88,0.88,Christianity,Tue Jun 12 05:30:10 UTC 1984,2.8,9745 Joesph Squares,Hallandale Beach,New Jersey,United States,72131-8724,5145215,+1 09078428357,211.21.18.18,US,64.96062992125984,142.6635,23.76,Normal,18.5 - 25,Middle income,Northeast,9288994,"78,700"
261,Melva Nolan,23,Retail Sales Associate,37932,711,3528-9057-0846-2541,False,False,145.0,59.5,GRAY,nolan.melva@yahoo.com,Female,False,A-,melva20,-0.11,Christianity,Sat Nov 25 09:09:59 UTC 2000,3.4,490 O'Kon Oval,Dayton,Arkansas,United States,92444-2227,4901514,+1 08821636317,182.103.163.92,US,57.08661417322835,131.1975,28.3,Overweight,18.5 - 25,Low income,South,3011524,"51,787"
262,Cornelius Considine,65,Stunt Double,74045,447,6709981190053084,True,False,165.0,55.7,BLUE,considine.cornelius@gmail.com,Male,True,A+,cornelius13,0.55,Hinduism,Tue May 19 16:21:43 UTC 1959,3.2,76801 Elmira Crescent,Casper,Illinois,United States,28081-4631,5801617,+1 49013729302,140.63.6.30,US,64.96062992125984,122.81850000000001,20.46,Normal,18.5 - 25,Middle income,Midwest,12812508,"68,822"
263,Terrance Schultz,19,Ground Crew,43486,505,6553-6217-1638-3893-2887,True,False,155.0,54.0,GREEN,terrance.schultz@gmail.com,Female,False,AB-,terrance46,0.49,Christian,Wed Mar 30 01:30:45 UTC 2005,0.0,154 Connie Vista,Hazelwood,Kentucky,United States,77989,4543762,+1 97794015585,129.117.208.244,US,61.023622047244096,119.07000000000001,22.48,Healthy weight,5 - 85,Low income,South,4505836,"52,109"
264,Waltraud Gislason,50,Broker,108618,604,6505-6273-6320-8401-6561,True,True,171.0,76.0,BROWN,gislason@hotmail.com,Female,True,A-,waltraud44,0.68,Islam,Sun Aug 18 20:29:24 UTC 1974,2.9,5800 Hilll Valleys,Palm Harbor,Colorado,United States,18034-3825,3970972,+52 5332032204,35.75.27.94,MX,67.32283464566929,167.58,25.99,Overweight,18.5 - 25,Middle income,Unknown,5773714,"74,167"
265,Thi Kuphal,24,Photographer,67172,584,6759-4545-7285-5521-38,False,False,165.0,69.1,BROWN,kuphal@yahoo.com,Female,False,B+,thi78,0.24,Christianity,Sat Feb 10 07:35:39 UTC 2001,2.0,394 Johns Mount,Norristown,Illinois,United States,54138,4917592,+1 01739648262,106.53.192.199,US,64.96062992125984,152.3655,25.38,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
266,Nickolas Reynolds,33,Mathematician,100590,811,6541-6202-1963-5364-4950,False,False,165.0,74.3,BROWN,nickolasreynolds@outlook.com,Male,False,A+,nickolas46,0.55,Christian,Sun Sep 23 05:24:58 UTC 1990,0.0,04665 Blanche Light,Englewood,Illinois,United States,88396-6340,5377613,+1 25179740585,121.185.58.78,US,64.96062992125984,163.8315,27.29,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
267,Robbie Sawayn,32,Receptionist,31388,509,3477-696505-73225,False,False,160.0,64.0,BLUE,robbiesawayn@yahoo.com,Male,False,A+,robbie99,-0.7,Christian,Sat Jan 11 21:19:34 UTC 1992,3.3,36388 Huel Village,Boyle Heights,Ohio,United States,24001-3624,4074267,+1 16565403706,169.113.22.99,US,62.99212598425197,141.12,25.0,Normal,18.5 - 25,Low income,Midwest,11799448,"57,880"
268,Rosaura Bogisich,55,Human Resources Specialist,60248,734,5019-0648-0006-5306,False,True,156.0,54.7,GREEN,bogisich.rosaura@yahoo.com,Female,False,A+,rosaura69,0.14,Hinduism,Wed Jul 03 01:53:11 UTC 1968,2.2,5486 Stroman Underpass,Palm Bay,California,United States,06630-9866,5004792,+1 59044195838,211.42.214.116,US,61.41732283464567,120.61350000000002,22.48,Normal,18.5 - 25,Middle income,West,39538223,"77,339"
269,Terisa Cummings,21,Special Education Teacher,70868,547,3727-835406-07141,True,False,156.0,79.5,GRAY,cummings@yahoo.com,Male,False,B-,terisa9,0.36,Christian,Fri Jul 25 15:10:14 UTC 2003,2.3,652 Shanahan Street,Chatsworth,California,United States,43023,4955219,+1 18243303010,123.82.171.81,US,61.41732283464567,175.2975,32.67,Obese Class I,18.5 - 25,Middle income,West,39538223,"77,339"
270,Basil Murray,43,Choreographer,75853,365,6767-8268-6430-6400,False,True,165.0,64.6,GRAY,basil@hotmail.com,Male,False,A+,basil35,0.06,Hinduism,Tue Mar 10 13:56:24 UTC 1981,3.0,15309 Trena Summit,Spokane,North Carolina,United States,87652-8472,4170965,+1 50277210790,195.255.31.1,US,64.96062992125984,142.44299999999998,23.73,Normal,18.5 - 25,Middle income,South,10439388,"57,416"
271,Alexa Sauer,19,Veterinarian,94582,600,6007-2285-6988-3686,False,False,151.0,69.5,BROWN,alexa@hotmail.com,Female,True,A+,alexa46,-0.4,Islam,Sun Jul 18 04:58:45 UTC 2004,2.5,65758 Langworth Trail,Taylor,California,United States,96951-2226,4923210,+1 13259503312,156.230.3.32,US,59.44881889763779,153.2475,30.48,Healthy weight,5 - 85,Middle income,West,39538223,"77,339"
272,Catarina Bradtke,33,Dental Assistant,36739,405,4912-3690-5838-6085,True,True,165.0,64.6,BROWN,catarina@hotmail.com,Male,True,A+,catarina51,0.38,Christianity,Mon Aug 27 06:48:08 UTC 1990,3.9,77736 Friesen Knolls,Lafayette,Florida,United States,60293,4939783,+1 15070990883,190.115.66.241,US,64.96062992125984,142.44299999999998,23.73,Normal,18.5 - 25,Low income,South,21538187,"63,597"
273,George Smitham,21,Broker,102616,444,6007-2238-7294-3509,True,True,151.0,69.7,GRAY,george@gmail.com,Male,False,A-,george95,-0.79,Hinduism,Sat Feb 08 13:04:29 UTC 2003,4.0,773 Farrell Lane,Sugar Hill,Michigan,United States,74866-9193,5325187,+1 62612215294,29.124.157.188,US,59.44881889763779,153.6885,30.57,Obese Class I,18.5 - 25,Middle income,Midwest,10077331,"56,813"
274,Delois Dicki,48,Naval Architect,89734,622,6771-8991-0665-2265,False,True,165.0,65.6,BLUE,deloisdicki@yahoo.com,Female,True,B-,delois19,-0.93,Christian,Fri Jan 23 02:04:36 UTC 1976,4.0,99025 Rodriguez Locks,West Warwick,Pennsylvania,United States,61678-1895,4845612,+1 59251519028,183.211.45.40,US,64.96062992125984,144.648,24.1,Normal,18.5 - 25,Middle income,Northeast,13002700,"65,167"
275,Tanner Heathcote,31,Radiologic Technologist,64486,607,4341342203134,True,True,156.0,70.8,GRAY,tanner.heathcote@outlook.com,Female,True,A+,tanner74,-0.35,Hinduism,Wed Sep 30 09:12:20 UTC 1992,2.4,81268 Aminat Highway,Bay Village,Illinois,United States,58988-4052,5356277,+1 92121951391,56.9.169.16,US,61.41732283464567,156.114,29.09,Overweight,18.5 - 25,Middle income,Midwest,12812508,"68,822"
276,Emmanuel Hickle,28,Probation Officer,72031,419,4842581844736,True,True,170.0,55.4,BROWN,emmanuelhickle@gmail.com,Female,False,A-,emmanuel86,0.16,Hinduism,Wed Dec 04 16:47:18 UTC 1996,0.8,797 Corkery Isle,Belvedere Park,Indiana,United States,68201-6431,4178775,+1 91263409997,173.188.186.104,US,66.92913385826772,122.157,19.17,Normal,18.5 - 25,Middle income,Midwest,6785528,"57,930"
277,Nilda MacGyver,18,Customer Service Representative,38196,514,4624944174898,True,False,166.0,70.1,GREEN,nilda.macgyver@hotmail.com,Male,False,A+,nilda1,-0.71,Christian,Wed Aug 24 13:44:02 UTC 2005,0.8,6956 Harvey Island,Forest Park,California,United States,46763,7260806,+1 18329296952,8.154.145.107,US,65.35433070866142,154.57049999999998,25.44,Healthy weight,5 - 85,Low income,West,39538223,"77,339"
278,Vernita Ernser,62,Film Editor,70377,786,6304861687568597,False,True,171.0,54.5,GRAY,vernita_ernser@gmail.com,Male,True,A-,vernita18,-0.2,Christian,Mon Mar 05 17:53:58 UTC 1962,2.7,278 Linwood Ferry,Troy,Pennsylvania,United States,28957-3787,4543338,+1 12078019679,91.92.159.202,US,67.32283464566929,120.1725,18.64,Normal,18.5 - 25,Middle income,Northeast,13002700,"65,167"
279,Lee Feil,52,Bookkeeper,47749,582,3684-602967-1371,True,False,156.0,80.0,GREEN,feil@yahoo.com,Male,False,A-,lee47,0.52,Islam,Wed Jun 23 13:23:25 UTC 1971,3.7,612 Marc Fields,Lemont,Ohio,United States,80751,5098706,+1 84106699806,35.44.213.30,US,61.41732283464567,176.4,32.87,Obese Class I,18.5 - 25,Low income,Midwest,11799448,"57,880"
280,Nila Smith,31,Project Manager,92854,449,3684-414542-4361,False,False,161.0,75.6,GRAY,nilasmith@gmail.com,Male,True,B-,nila48,-0.12,Christian,Mon Sep 07 08:38:27 UTC 1992,2.6,021 Ferry Highway,Houma,Georgia,United States,98262,4619800,+1 13997118621,59.112.202.27,US,63.38582677165354,166.69799999999998,29.17,Overweight,18.5 - 25,Middle income,South,10711908,"57,129"
281,Chara Weimann,42,Telephone Sales Representative,31079,395,6535-9872-1691-2179,False,True,171.0,75.2,GREEN,chara@gmail.com,Male,False,A+,chara66,-0.65,Christian,Sun May 24 04:24:25 UTC 1981,2.7,83506 Schowalter Canyon,Port Hueneme,Illinois,United States,06630-7362,4927537,+1 27189635685,190.227.239.47,US,67.32283464566929,165.816,25.72,Overweight,18.5 - 25,Low income,Midwest,12812508,"68,822"
282,Scott Legros,35,Data Entry Clerk,29751,501,6007-2275-9928-7702,True,False,160.0,44.2,GREEN,scott@gmail.com,Female,True,A+,scott76,-0.52,Christianity,Thu Nov 09 11:45:42 UTC 1989,2.3,5042 Leannon Square,Jersey City,Michigan,United States,30498-2750,5293183,+1 39182779960,234.250.170.103,US,62.99212598425197,97.46100000000001,17.27,Mild Thinness,18.5 - 25,Low income,Midwest,10077331,"56,813"
283,Pamella Corkery,29,Agricultural Scientist,76321,394,3528-2415-9708-8951,False,False,155.0,59.4,GREEN,pamella_corkery@yahoo.com,Female,True,A-,pamella24,-0.11,Buddhism,Sat Mar 04 20:22:46 UTC 1995,3.2,62022 Jude Roads,Urbandale,Florida,United States,31982-4651,5780802,+1 27767780250,57.143.13.201,US,61.023622047244096,130.977,24.72,Normal,18.5 - 25,Middle income,South,21538187,"63,597"
284,Leah Cremin,23,Quality Control Manager,84316,759,4833-5768-3253-2968,False,False,145.0,55.3,BROWN,leah.cremin@gmail.com,Female,False,A-,leah90,0.68,Hinduism,Sun Feb 04 17:37:14 UTC 2001,0.0,1842 Gaston Coves,Caldwell,California,United States,21473,4354821,+1 20296563906,103.163.114.44,US,57.08661417322835,121.9365,26.3,Overweight,18.5 - 25,Middle income,West,39538223,"77,339"
285,Ricky Swaniawski,49,Auditor,76640,590,6767-9939-4623-7631-636,True,False,156.0,59.4,GRAY,ricky.swaniawski@yahoo.com,Female,True,A-,ricky41,0.46,Christian,Sat Mar 29 06:38:20 UTC 1975,3.0,3665 Grimes Throughway,Racine,New Jersey,United States,59448,4263681,+1 95989072533,142.73.186.46,US,61.41732283464567,130.977,24.41,Normal,18.5 - 25,Middle income,Northeast,9288994,"78,700"
286,Delfina Fritsch,50,Retail Sales Associate,31975,598,3685-556377-3097,False,True,150.0,59.5,BROWN,delfina@gmail.com,Female,True,B+,delfina66,-0.08,Buddhism,Thu Nov 07 17:56:53 UTC 1974,2.5,0327 Bayer Road,Memphis,Arizona,United States,17142,4500546,+1 07038030528,39.212.203.190,US,59.05511811023622,131.1975,26.44,Overweight,18.5 - 25,Low income,West,7151502,"56,667"
287,Lois Strosin,47,Yoga Instructor,41427,569,6007-2268-3398-4512,False,False,170.0,65.4,BROWN,strosin.strosin@hotmail.com,Female,False,A-,lois17,0.37,Christianity,Wed Jul 13 03:36:08 UTC 1977,0.0,00311 Dicki Lodge,Idaho Falls,Pennsylvania,United States,63517,5029500,+1 83491691964,181.197.31.8,US,66.92913385826772,144.20700000000002,22.63,Normal,18.5 - 25,Low income,Northeast,13002700,"65,167"
288,Sade Hand,31,Surveyor,68657,629,6767-5955-5673-4761,True,False,175.0,70.3,BROWN,sade_hand@gmail.com,Male,False,B+,sade31,-0.32,Hinduism,Thu Jul 15 02:42:17 UTC 1993,3.1,94090 Lind Alley,Fresno,Massachusetts,United States,38308,4167536,+1 73089928561,104.54.64.79,US,68.89763779527559,155.0115,22.96,Normal,18.5 - 25,Middle income,Northeast,7029917,"84,945"
289,Cody Brakus,30,Music Composer,82079,569,6759-9771-8913-8380,True,True,161.0,59.7,BROWN,brakus.cody@yahoo.com,Male,False,AB+,cody75,0.33,Christianity,Sat Aug 28 20:41:35 UTC 1993,3.0,6253 Houston Wells,Park Forest,Michigan,United States,18678,4152890,+1 62766165589,229.118.8.148,US,63.38582677165354,131.63850000000002,23.03,Normal,18.5 - 25,Middle income,Midwest,10077331,"56,813"
290,Denice Jenkins,29,Mechanical Engineer,104875,771,6759-5070-4276-6639-319,True,True,161.0,64.3,BLUE,jenkins.jenkins@yahoo.com,Male,True,B+,denice24,0.13,Christianity,Tue Apr 11 07:55:59 UTC 1995,3.4,030 Arminda Tunnel,Battle Ground,New York,United States,31752,4110486,+1 43464506603,42.142.179.56,US,63.38582677165354,141.7815,24.81,Normal,18.5 - 25,Middle income,Northeast,20201249,"78,089"
291,Randall Quigley,22,Environmental Health and Safety Manager,78917,420,5019-7014-7703-8948,True,True,160.0,59.2,GRAY,randall@gmail.com,Male,True,A+,randall3,-1.0,Christianity,Thu Oct 11 16:19:58 UTC 2001,0.0,42307 O'Keefe Views,Adelanto,Illinois,United States,22719,4845585,+1 35612480321,44.72.113.80,US,62.99212598425197,130.536,23.12,Normal,18.5 - 25,Middle income,Midwest,12812508,"68,822"
292,Dominic Braun,30,Machine Operator,48737,642,6007-2292-3632-5473,True,True,161.0,70.1,BLUE,braun@gmail.com,Female,False,A-,dominic41,-0.24,Christian,Thu Nov 03 00:51:55 UTC 1994,3.4,4578 Shenita Common,Tarpon Springs,California,United States,38877-4730,5333689,+1 83013954196,226.188.20.174,US,63.38582677165354,154.57049999999998,27.04,Overweight,18.5 - 25,Low income,West,39538223,"77,339"
293,Rickey Kohler,30,Cinematographer,62913,580,3683-346860-1242,True,True,161.0,74.8,BROWN,kohler@gmail.com,Male,False,B-,rickey32,-0.35,Hinduism,Sun Aug 15 23:49:13 UTC 1993,3.1,6674 Medhurst Dale,Kearny,Texas,United States,92186,3583471,+503 24501199,250.188.205.220,SV,63.38582677165354,164.934,28.86,Overweight,18.5 - 25,Middle income,South,29145505,"61,985"
294,Fernande Pacocha,28,Landfill Operator,33114,439,6007-2295-0887-6880,False,True,151.0,80.1,GREEN,fernandepacocha@hotmail.com,Male,False,A-,fernande92,-0.11,Christian,Sat Oct 05 14:15:03 UTC 1996,2.7,63868 Dominique Dale,Streetsboro,Maryland,United States,08303,5098109,+1 37115559043,81.212.70.68,US,59.44881889763779,176.6205,35.13,Obese Class II,18.5 - 25,Low income,South,6177224,"70,730"
295,Ismael Wolff,52,Event Planner,77532,389,6767-4070-3676-2688-159,False,False,166.0,59.2,GRAY,ismaelwolff@gmail.com,Female,True,B+,ismael87,0.3,Christian,Fri Dec 17 02:02:46 UTC 1971,1.7,874 Kirstie Road,Bozeman,New York,United States,19749-0733,5091383,+1 94104908489,159.133.54.20,US,65.35433070866142,130.536,21.48,Normal,18.5 - 25,Middle income,Northeast,20201249,"78,089"
